kind,source_file,source_line,match_text,target_day,target_page,target_page_end,target_file,anchor_present,decision,notes,context
bare-page,content/days/day-09/07-out-of-hours.qmd,22,pages 17–107,9,17,107,,N,external-work-candidate,external-book candidate (also spans pages 17-107): bracketed alternate-edition page,"First, for your refresher on the 14 Points and Deadly Diseases, you could of course return to the main reading referenced on Day 4, namely *DemDim* pages 39–52. There is also the whole of Part 5 of..."
bare-page,content/days/day-09/07-out-of-hours.qmd,32,pages 264–280,9,264,280,,N,external-work-candidate,external-book candidate (also spans pages 264-280): book-title/author match nearby,"For the second section of your preparation (your general grounding in the System of Profound Knowledge before tackling the detail during the project) I suggest the following. First, it would be a g..."
bare-page,content/days/day-09/07-out-of-hours.qmd,102,pages 264–280,9,264,280,,N,external-work-candidate,external-book candidate (also spans pages 264-280): book-title/author match nearby,"And lastly, read through the *DemDim* coverage of the System of Profound Knowledge: either pages 264–280 of Chapter 18 or the whole chapter for completeness. Again, as you've been working very hard..."
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,17,pages 264–270,10,264,270,,N,external-work-candidate,external-book candidate (also spans pages 264-270): book-title/author match nearby,> *DemDim*: pages 264–270.
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,69,page 8,10,8,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"The aim of the system must be clear to everyone in the system. [*What is the system for? What should it be attempting to do? For, without clarity on such matters, on what could decisions be sensibl..."
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,69,page 265,10,265,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"The aim of the system must be clear to everyone in the system. [*What is the system for? What should it be attempting to do? For, without clarity on such matters, on what could decisions be sensibl..."
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,197,page 354,10,354,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"It would be poor management to save money on travelling expenses without regard to the physical welfare of the travellers. For example, it would be bad management to save money on a night-rate for ..."
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,257,pages 264–270,10,264,270,,N,external-work-candidate,external-book candidate (also spans pages 264-270): book-title/author match nearby,"Now read through *DemDim* pages 264–270, revising your earlier comments and adding any new points below."
bare-page,content/days/day-10/02-appreciation-for-a-system.qmd,267,pages 65–67,10,65,67,,N,external-work-candidate,external-book candidate (also spans pages 65-67): bracketed alternate-edition page,"For your later reference (but not now!), the sections of *The New Economics* most relevant to Part A of the System of Profound Knowledge are Chapter 3 and pages 65–67[95–98] in Chapter 4."
bare-page,content/days/day-10/04-theory-of-variation.qmd,17,pages 270–274,10,270,274,,N,external-work-candidate,external-book candidate (also spans pages 270-274): book-title/author match nearby,> *DemDim*: pages 270–274.
bare-page,content/days/day-10/04-theory-of-variation.qmd,184,pages 16,10,16,,content/days/day-10/03-activity-10a.qmd,Y,external-work-candidate,external-book candidate: book-title/author match nearby,"[*In later writing, Dr Deming remarks on the relevance of this comment to the fundamental plank of democracy: the popular vote. See also pages 16--17 in* Deming Speaks to European Executives*, BDA ..."
bare-page,content/days/day-10/04-theory-of-variation.qmd,204,pages 270–274,10,270,274,,N,external-work-candidate,external-book candidate (also spans pages 270-274): book-title/author match nearby,"Now read through *DemDim* pages 270–274, revising your earlier comments and adding new points below."
bare-page,content/days/day-10/04-theory-of-variation.qmd,214,pages 67–69,10,67,69,,N,external-work-candidate,external-book candidate (also spans pages 67-69): bracketed alternate-edition page,"The section of *The New Economics* Chapter 4 relating to Part B is pages 67–69[98–101]. However, there is much more: indeed, all of the book's final four chapters (other than the additional final c..."
bare-page,content/days/day-10/06-out-of-hours-note.qmd,15,pages 274–276,10,274,276,,N,external-work-candidate,external-book candidate (also spans pages 274-276): book-title/author match nearby,"In both cases there are no more than three pages for you in *DemDim* Chapter 18: pages 274–276 and pages 277–279 respectively. In Balaji's Preludes also [pages 15–19, starting ""Understanding Learni..."
bare-page,content/days/day-10/06-out-of-hours-note.qmd,15,pages 277–279,10,277,279,,N,external-work-candidate,external-book candidate (also spans pages 277-279): book-title/author match nearby,"In both cases there are no more than three pages for you in *DemDim* Chapter 18: pages 274–276 and pages 277–279 respectively. In Balaji's Preludes also [pages 15–19, starting ""Understanding Learni..."
bare-page,content/days/day-10/06-out-of-hours-note.qmd,17,pages 274–276,10,274,276,,N,external-work-candidate,external-book candidate (also spans pages 274-276): book-title/author match nearby,"So firstly, carefully read through Balaji's Prelude C and then *DemDim* pages 274–276, making notes on where you see the links between them. Prelude C very helpfully and straightforwardly concentra..."
bare-page,content/days/day-10/06-out-of-hours-note.qmd,19,pages 277–279,10,277,279,,N,external-work-candidate,external-book candidate (also spans pages 277-279): book-title/author match nearby,"But don't forget to prepare for Part D as well! So, following the previous pattern, first remind yourself of what's in Prelude D. Then read through *DemDim* pages 277–279, making notes of the links..."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,35,pages 15,11,15,,,N,anchor-needed,,"> Prelude C: ""Preludes"" pages 15--19. Prelude C is mostly related to Area 2, but there are also a couple of matters directly related to this first area."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,37,page 274,11,274,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: page 274, paragraph 1 to page 275, paragraph 4."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,37,page 275,11,275,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: page 274, paragraph 1 to page 275, paragraph 4."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,54,page 264,11,264,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,Part C starts out more straightforwardly than did Parts A and B. Any plan is surely resting on thin ice if it <em>isn't</em> founded on wise predictions! And this is clearly very pertinent to manag...
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,79,page 69,11,69,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,"Dr Deming was instead presumably referring to the kind of explanation that <em>does</em> require some knowledge! By the time of <em>The New Economics</em> (page 69[102]), he had avoided the problem..."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,83,page 15,11,15,,,N,anchor-needed,,which is closer to the version you have already seen on Prelude C page 15.
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,85,page 72,11,72,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,"An important emphasis in the Theory of Knowledge part of <em>The New Economics</em> Chapter 4 (page 72 [106]) is that ""information is not knowledge"". Indeed, a considerable part of Theory of Knowle..."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,118,page 263,11,263,,,N,anchor-needed,,"If you are a statistician, you might prefer to remain unaware of the following paragraph! It is an extract from Chapter 7: ""Management is Prediction"" on page 263 of <em>The Essential Deming</em>. H..."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,132,page 274,11,274,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Now briefly read through *DemDim* page 274, paragraph 1 to page 275, paragraph 4 again, revising your earlier comments if necessary and adding any further notes below."
bare-page,content/days/day-11/02-theory-of-knowledge-prediction.qmd,132,page 275,11,275,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Now briefly read through *DemDim* page 274, paragraph 1 to page 275, paragraph 4 again, revising your earlier comments if necessary and adding any further notes below."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,15,pages 15,11,15,,,N,anchor-needed,,"> Prelude C: ""Preludes"" pages 15--19. You've already read this earlier. But since Prelude C is mostly related to this second area, you might like to skim through it one more time before proceeding."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,17,page 275,11,275,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: page 275, paragraphs 5--7 (ending on page 276). Note that paragraph 5 neatly provides a strong link between the first two of our three areas."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,17,page 276,11,276,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: page 275, paragraphs 5--7 (ending on page 276). Note that paragraph 5 neatly provides a strong link between the first two of our three areas."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,27,page 140,11,140,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Recall those beautifully simple diagrams that we saw early on Day 9: Walter Shewhart's distinction between the ""Old Way"" and the ""New Way"". They are redrawn near the beginning of *DemDim* Chapter 9..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,29,page 143,11,143,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"On Day 9 we recognised both the ""Organisation Viewed as a System"" diagram and the Deming Chain Reaction as applications or extensions of that ""New Way"" thinking. Just as immediately, here we can su..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,31,page 141,11,141,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Also take a look at the late Professor George Box's diagram of the ""Scientific Improvement Process"" (*DemDim* page 141). This is an excellent alternative representation of the same kind of thinking..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,31,page 247,11,247,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Also take a look at the late Professor George Box's diagram of the ""Scientific Improvement Process"" (*DemDim* page 141). This is an excellent alternative representation of the same kind of thinking..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,33,page 143,11,143,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"I suggest that we have here yet another ""simple and profound"" combination. If you have not come across it before, take a couple of minutes to study carefully Dr Deming's sketch on *DemDim* page 143..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,33,page 144,11,144,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"I suggest that we have here yet another ""simple and profound"" combination. If you have not come across it before, take a couple of minutes to study carefully Dr Deming's sketch on *DemDim* page 143..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,43,page 196,11,196,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Finally, now that you have seen the Deming/Shewhart Cycle as well as being familiar with the general concept of Shewhart's circle definition of the ""New Way"", I cannot resist showing you the follow..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,43,pages 190,11,190,,,N,anchor-needed,,"Finally, now that you have seen the Deming/Shewhart Cycle as well as being familiar with the general concept of Shewhart's circle definition of the ""New Way"", I cannot resist showing you the follow..."
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,54,page 139,11,139,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,**Now turn to *DemDim* page 139 and read Chapter 9.** You'll be able to skip through some of these pages very quickly.
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,67,page 247,11,247,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"And don't be put off by that word ""theory"". I'll reproduce here the whole of the quotation from <em>DemDim</em> page 247 to which I referred earlier:"
bare-page,content/days/day-11/03-theory-of-knowledge-theory-and-learning.qmd,117,pages 275,11,275,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Now briefly read through *DemDim* pages 275--276, paragraphs 5 to 7 again, as usual revising your earlier comments if necessary and adding any further points below."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,15,page 276,11,276,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: page 276, paragraphs 8--10."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,23,page 237,11,237,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,"So what's the difference between an ordinary definition and an <dfn id=""operational-definition"">*operational* definition</dfn>? Attempting single-word answers, I'd say that it's the difference betw..."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,34,page 113,11,113,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"1. **punctual:** I guess none of us would have much difficulty in defining the word ""punctual"", say in relation to the arrival time of a train at a station. However, recalling what we saw on [Day 7..."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,36,page 111,11,111,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"2. **unemployed:** Similarly, presumably we all know what is meant by ""unemployed""; some readers may be all too familiar with the concept. But look at the bottom paragraph of *DemDim* page 111. App..."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,44,page 109,11,109,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,**Now turn to *DemDim* page 109 and read Chapter 7.**
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,105,page 276,11,276,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"And so, finally with Area 3, read through paragraphs 8--10 on *DemDim* page 276 again, revising your earlier comments and adding any new points below."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,116,pages 274,11,274,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"As you know, the complete *DemDim* version of Part C is on pages 274--276. So read through those three pages one more time (jotting down any final notes and revisions) to bring together all three a..."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,126,page 69,11,69,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"For your future reference, the section of Chapter 4 in <em>The New Economics</em> which relates to Part C runs from the middle of page 69[bottom of page 101] to page 73[107]."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,126,page 101,11,101,,,N,anchor-needed,,"For your future reference, the section of Chapter 4 in <em>The New Economics</em> which relates to Part C runs from the middle of page 69[bottom of page 101] to page 73[107]."
bare-page,content/days/day-11/04-theory-of-knowledge-operational-definitions.qmd,126,page 73,11,73,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,"For your future reference, the section of Chapter 4 in <em>The New Economics</em> which relates to Part C runs from the middle of page 69[bottom of page 101] to page 73[107]."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,17,pages 20,11,20,,,N,anchor-needed,,"> Prelude D: ""Preludes"" pages 20--25."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,19,pages 277,11,277,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"> *DemDim*: pages 277--279. Although there are only three pages here, they contain quite a lot of fleshing out of the various topics, some of which is from Dr Deming and some is from me. I think th..."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,108,page 389,11,389,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,<em>Overjustification</em> is concerned with the devaluing effect of extrinsic reward being given when the intrinsic reward was more than sufficient. It demonstrates to the recipient that the giver...
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,187,page 279,11,279,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"""Pay is not a motivator"" is worth long consideration and discussion. Note that on <em>DemDim</em> page 279 this is usefully qualified to ""... pay, <strong>above a certain level</strong>, is not a m..."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,189,page 21,11,21,,,N,anchor-needed,,"Regarding these matters, recall also the reference to Norb Keller of General Motors on ""Preludes"" page 21.]"
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,227,page 279,11,279,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"[This is addressed with illustrations on the second half of <em>DemDim</em> page 279, at the end of the Psychology section in Chapter 18. Also recall ""Preludes"" page 25 (following the heading ""Are ..."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,227,page 25,11,25,,,N,anchor-needed,,"[This is addressed with illustrations on the second half of <em>DemDim</em> page 279, at the end of the Psychology section in Chapter 18. Also recall ""Preludes"" page 25 (following the heading ""Are ..."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,249,pages 277,11,277,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Now read through *DemDim* pages 277--279 again, revising your earlier comments and adding new thoughts below."
bare-page,content/days/day-11/06-knowledge-of-psychology.qmd,259,pages 73,11,73,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"For your future reference, the section of <em>The New Economics</em> Chapter 4 relating to Part D is on pages 73--78[107--115]."
bare-page,content/days/day-11/08-coda.qmd,13,page 26,11,26,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"There is one remaining page from Balaji Reddie: his own Coda on page 26 of ""Four Preludes and a Coda"". I suggest there could be no better way of concluding this project than for you to remind yours..."
bare-page,content/days/day-12/01-overture.qmd,27,pages 45–46,12,45,46,,N,range,"spans pages 45-46, needs editorial judgement on link target",Section 2 contains some excellent material from Peter Scholtes. We will begin by reading a fascinating account of one of his earliest experiences as a teacher and guide on management and quality. T...
bare-page,content/days/day-12/03-wisdom-from-peter-scholtes.qmd,31,page 34,12,34,,content/days/day-12/07-major-activity-12e.qmd,Y,external-work-candidate,external-book candidate: book-title/author match nearby,"As mentioned when we first saw it on Day 1, Peter's diagram of the System of Profound Knowledge immediately depicts the interlinking nature of the four parts of the System. But there were no words ..."
bare-page,content/days/day-12/04-but-what-can-i-do.qmd,95,page 36,12,36,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,Quoting Deming from *The New Economics* page 36[50]:
bare-page,content/days/day-12/04-but-what-can-i-do.qmd,101,pages 103,12,103,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"When you have identified your system and its aim, think hard about, and identify, what can tell you whether or not you are successfully working toward that aim, i.e. your ""system measure(s)"". You m..."
bare-page,content/days/day-12/05-leadership-for-the-transformation.qmd,11,page 335,12,335,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Early on Day 5 we looked at the page of ""Attributes of a Leader"" (*DemDim* page 335) which Dr Deming started to use in some four-day seminars around 1989. That page showed the first version he prod..."
bare-page,content/days/day-12/05-leadership-for-the-transformation.qmd,11,pages 99,12,99,,,N,external-work-candidate,external-book candidate: book-title/author match nearby,"Early on Day 5 we looked at the page of ""Attributes of a Leader"" (*DemDim* page 335) which Dr Deming started to use in some four-day seminars around 1989. That page showed the first version he prod..."
bare-page,content/days/day-12/07-major-activity-12e.qmd,33,page 339,12,339,,,N,external-work-candidate,external-book candidate: bracketed alternate-edition page,"If you would like to see a couple of examples of such reports, and have available a copy of *Out of the Crisis*, turn to Chapter 14: ""Two Reports to Management"" beginning on page 339[397]."
